,,,,,,,,,,,,
Group ID,Date,Start Time,Group Size,Language,Region,Age Range,Length,Amplification,# Galleries Visited,# Works Stopped At,Tour Company,Tour Guide Contact Information
32,0:50:00,0:00:44,D,Pleasure Gardens (Assyrian Royal Pursuits),916,1221,1,ST,,,,
33,0:50:29,0:00:28,T ,,,,,,,,,
34,0:50:44,0:00:15,D,216,926,1192,1,ENG,lots of pics,,,
35,0:51:46,0:01:02,T ,,,,,,,,,
36,0:54:53,0:03:07,D,186,779,1052,1,DT ST,one member waving over another who is trying to find the group,,,
37,0:55:21,0:00:28,T ,,,,,,,,,
38,1:03:03,0:07:42,D,Elgin Marbles,726,1105,1,DENG,one member on their phone,,,
39,1:03:10,0:00:07,T ,,,,,,,,,
40,1:08:04,0:04:54,D,East Pediment,725,973,1,DENG,some kids horsing around,,,
41,1:09:06,0:01:03,T ,,,,,,,,,
42,1:10:38,0:01:31,D,242,839,1086,1,,many sitting on a bench,,,
43,1:11:10,0:00:32,T ,,,,,,,,,
44,1:12:34,0:01:25,D,243,951,1160,1,,"one kid took a spill, guide didn't notice",,,
45,1:13:20,0:00:46,T ,,,,,,,,,
46,1:14:09,0:00:49,D,203,1067,1079,1,,earlier guide talking routing & timing (I think) with current guide,,,
47,1:14:31,0:00:21,D,,,,,,,,,
48,1:14:32,0:00:01,D,,,,,,group is noticeably easier to follow than yesterday's group due to less traffic,,,
49,1:14:56,0:00:25,T ,,,,,,,,,
50,1:14:56,0:00:00,D,202,1067,1079,1,,,,,
51,1:15:31,0:00:35,T ,,,,,,,,,
52,1:15:54,0:00:23,T,,,,,,,,,
53,1:15:54,0:00:00,T ,,,,,,,,,
54,1:16:45,0:00:51,D,201,1065,898,1,,,,,
55,1:18:31,0:01:46,T ,,,,,,some members went in the elevator while the rest went up stairs,,,
56,1:18:37,0:00:06,T,,,,,,,,,
57,1:20:03,0:01:26,T ,,,,,,a member pushed me aside to get to another group,,,
58,1:32:35,0:12:32,D,(Split),,,2,SP,through Egypt gallery,,,
59,1:34:07,0:01:32,T ,,,,,,,,,
60,1:36:27,0:02:20,D,Chenghua Doucai,1100,179,1,,,,,
61,1:36:34,0:00:07,T ,,,,,,,,,
62,1:39:31,0:02:56,D,North Song Wu Wares,1181,179,1,ST,,,,
63,1:39:50,0:00:19,T ,,,,,,,,,
64,1:44:02,0:04:12,D,Qing Falanghua Porcelain,1058,177,1,,some are sitting down,,,
65,1:45:35,0:01:34,T ,,,,,SP,some hung back to find stray members,,,
66,1:46:06,0:00:31,D,Amitabha Buddha,1292,398,1,SP,"intro room 33, end of tour",,,
67,,,,,,,,,,,,
68,,,,,,,,,,,,
69,,,,,,,,,,,,
70,,,,,,,,,,,,
71,,,,,,,,,,,,
72,,,,,,,,,,,,
73,,,,,,,,,,,,
74,,,,,,,,,,,,
75,,,,,,,,,,,,
76,,,,,,,,,,,,
77,,,,,,,,,,,,
78,,,,,,,,,,,,
79,,,,,,,,,,,,
80,,,,,,,,,,,,
81,,,,,,,,,,,,
82,,,,,,,,,,,,
83,,,,,,,,,,,,
84,,,,,,,,,,,,
85,,,,,,,,,,,,
86,,,,,,,,,,,,
87,,,,,,,,,,,,
88,,,,,,,,,,,,
89,,,,,,,,,,,,
90,,,,,,,,,,,,
91,,,,,,,,,,,,
92,,,,,,,,,,,,
93,,,,,,,,,,,,
94,,,,,,,,,,,,
95,,,,,,,,,,,,
96,,,,,,,,,,,,
97,,,,,,,,,,,,
98,,,,,,,,,,,,
99,,,,,,,,,,,,
