,,,,,,,,,,,,
Group ID,Date,Start Time,Group Size,Language,Region,Age Range,Length,Amplification,# Galleries Visited,# Works Stopped At,Tour Company,Tour Guide Contact Information
41,1:09:35,0:00:00,T,,,,,,,,,
42,1:10:42,0:01:07,D ,Female Sphinx,1083,876,1,,,,,
43,1:13:06,0:02:24,T,,,,,,,,,
44,1:15:01,0:01:55,D ,(Egypt Intro),875,816,2,ST,,,,
45,1:17:11,0:02:10,T,,,,,,,,,
46,1:21:04,0:03:53,D ,(Split),,,2,SP,"guide walked through 61-63, others are browsing; other aide directing ppl to guide",,,
47,1:22:51,0:01:48,T,,,,,,,,,
48,1:27:45,0:04:53,D ,North Song Wu Wares,1197,182,1,ST SP,split into small groups,,,
49,1:27:53,0:00:08,T,,,,,,,,,
50,1:28:22,0:00:29,D ,Yuan and Early Ming Jingdezhan,1148,182,1,,,,,
51,1:28:48,0:00:26,T,,,,,,,,,
52,1:37:23,0:08:35,D ,(Split),,,,DENG,some members going around taking photos; some on phones and sitting on bench,,,
53,1:37:37,0:00:14,T,,,,,,,,,
54,1:39:35,0:01:58,D ,331,1235,187,1,B ST,,,,
55,1:45:17,0:05:42,T,,,,,,,,,
56,1:46:49,0:01:32,D ,(Great Court),1351,1351,1,ENG,photos,,,
57,1:47:48,0:00:59,T,,,,,,,,,
58,1:51:17,0:03:29,D ,(Front Entrance Split),,,,,,,,
59,1:56:11,0:04:54,T,,,,,ST,,,,
60,2:04:48,0:08:37,D ,(Goodbye),1373,766,1,ENG SP,"members looking at ipad, some members joking with each other; guide leaves while others browse through Asia exhibit",,,
61,,###############################################################################################################################################################################################################################################################,,,,,,,,,,
62,,0:00:00,,,,,,,,,,
63,,0:00:00,,,,,,,,,,
64,,0:00:00,,,,,,,,,,
65,,0:00:00,,,,,,,,,,
66,,0:00:00,,,,,,,,,,
67,,0:00:00,,,,,,,,,,
68,,0:00:00,,,,,,,,,,
69,,0:00:00,,,,,,,,,,
70,,0:00:00,,,,,,,,,,
71,,0:00:00,,,,,,,,,,
72,,0:00:00,,,,,,,,,,
73,,0:00:00,,,,,,,,,,
74,,0:00:00,,,,,,,,,,
75,,0:00:00,,,,,,,,,,
76,,0:00:00,,,,,,,,,,
77,,0:00:00,,,,,,,,,,
78,,0:00:00,,,,,,,,,,
79,,0:00:00,,,,,,,,,,
80,,0:00:00,,,,,,,,,,
81,,0:00:00,,,,,,,,,,
82,,0:00:00,,,,,,,,,,
83,,0:00:00,,,,,,,,,,
84,,0:00:00,,,,,,,,,,
85,,0:00:00,,,,,,,,,,
86,,0:00:00,,,,,,,,,,
87,,0:00:00,,,,,,,,,,
88,,0:00:00,,,,,,,,,,
89,,0:00:00,,,,,,,,,,
90,,0:00:00,,,,,,,,,,
91,,0:00:00,,,,,,,,,,
92,,0:00:00,,,,,,,,,,
93,,0:00:00,,,,,,,,,,
94,,0:00:00,,,,,,,,,,
95,,0:00:00,,,,,,,,,,
96,,0:00:00,,,,,,,,,,
97,,0:00:00,,,,,,,,,,
98,,0:00:00,,,,,,,,,,
99,,0:00:00,,,,,,,,,,
